data_venda,produto,marca,modelo,preco,quantidade
2024-04-30,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,2
2024-04-30,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,6
2024-04-30,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,10
2024-04-30,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,3
2024-05-01,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,6
2024-05-01,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,10
2024-05-02,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,1
2024-05-02,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,5
2024-05-02,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,4
2024-05-03,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,7
2024-05-03,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,8
2024-05-03,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,4
2024-05-03,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,10
2024-05-03,Controle Remoto LG,LG,AKB75095307,R$ 79.99,9
2024-05-03,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,2
2024-05-04,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,6
2024-05-04,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,7
2024-05-04,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,2
2024-05-04,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,10
2024-05-04,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,4
2024-05-05,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,3
2024-05-06,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,6
2024-05-06,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,2
2024-05-06,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,5
2024-05-06,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,4
2024-05-06,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,7
2024-05-07,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,10
2024-05-07,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,6
2024-05-08,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,2
2024-05-08,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,7
2024-05-08,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,10
2024-05-08,Controle Remoto LG,LG,AKB75095307,R$ 79.99,4
2024-05-08,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,3
2024-05-09,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,9
2024-05-10,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,8
2024-05-11,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,7
2024-05-11,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,3
2024-05-11,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,3
2024-05-11,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,9
2024-05-11,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,7
2024-05-11,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,9
2024-05-12,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,1
2024-05-12,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,10
2024-05-13,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,9
2024-05-13,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,5
2024-05-13,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,10
2024-05-14,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,10
2024-05-14,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,8
2024-05-14,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,10
2024-05-15,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,1
2024-05-15,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,6
2024-05-15,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,10
2024-05-15,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,3
2024-05-16,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,9
2024-05-16,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,7
2024-05-16,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,5
2024-05-16,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,9
2024-05-17,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,3
2024-05-17,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,9
2024-05-17,Controle Remoto LG,LG,AKB75095307,R$ 79.99,2
2024-05-17,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,10
2024-05-17,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,1
2024-05-18,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,4
2024-05-19,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,3
2024-05-20,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,5
2024-05-20,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,4
2024-05-20,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,2
2024-05-21,Controle Remoto LG,LG,AKB75095307,R$ 79.99,5
2024-05-21,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,1
2024-05-21,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,8
2024-05-21,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,8
2024-05-22,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,10
2024-05-23,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,8
2024-05-24,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,6
2024-05-24,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,10
2024-05-24,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,6
2024-05-25,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,9
2024-05-25,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,8
2024-05-25,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,9
2024-05-25,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,9
2024-05-25,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,3
2024-05-25,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,6
2024-05-26,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,10
2024-05-26,Controle Remoto LG,LG,AKB75095307,R$ 79.99,2
2024-05-26,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,3
2024-05-27,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,2
2024-05-28,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,6
2024-05-28,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,6
2024-05-28,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,1
2024-05-28,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,4
2024-05-28,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,7
2024-05-28,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,4
2024-05-29,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,1
2024-05-29,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,8
2024-05-29,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,8
2024-05-29,Controle Remoto LG,LG,AKB75095307,R$ 79.99,2
2024-05-29,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,1
2024-05-29,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,5
2024-05-30,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,8
2024-05-30,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,4
2024-05-30,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,3
2024-05-30,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,3
2024-05-31,Controle Remoto LG,LG,AKB75095307,R$ 79.99,7
2024-05-31,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,8
2024-06-01,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,3
2024-06-01,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,3
2024-06-02,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,9
2024-06-02,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,1
2024-06-03,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,5
2024-06-03,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,6
2024-06-03,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,7
2024-06-04,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,7
2024-06-04,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,9
2024-06-04,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,5
2024-06-04,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,7
2024-06-05,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,2
2024-06-05,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,4
2024-06-05,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,10
2024-06-05,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,7
2024-06-05,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,1
2024-06-06,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,7
2024-06-06,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,7
2024-06-07,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,1
2024-06-07,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,8
2024-06-07,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,7
2024-06-07,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,9
2024-06-08,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,10
2024-06-08,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,1
2024-06-08,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,2
2024-06-08,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,1
2024-06-09,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,3
2024-06-09,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,9
2024-06-09,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,5
2024-06-09,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,7
2024-06-09,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,10
2024-06-10,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,1
2024-06-11,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,7
2024-06-12,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,9
2024-06-12,Controle Remoto LG,LG,AKB75095307,R$ 79.99,5
2024-06-13,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,9
2024-06-13,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,6
2024-06-13,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,8
2024-06-14,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,6
2024-06-14,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,4
2024-06-14,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,9
2024-06-14,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,4
2024-06-14,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,6
2024-06-15,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,8
2024-06-15,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,8
2024-06-16,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,9
2024-06-16,Controle Remoto LG,LG,AKB75095307,R$ 79.99,4
2024-06-16,Controle Remoto LG,LG,AKB75095307,R$ 79.99,5
2024-06-16,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,1
2024-06-16,Controle Remoto LG,LG,AKB75095307,R$ 79.99,6
2024-06-17,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,7
2024-06-17,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,9
2024-06-17,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,7
2024-06-17,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,10
2024-06-17,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,3
2024-06-18,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,7
2024-06-18,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,8
2024-06-18,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,3
2024-06-18,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,4
2024-06-18,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,8
2024-06-18,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,3
2024-06-19,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,10
2024-06-19,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,5
2024-06-20,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,7
2024-06-20,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,10
2024-06-20,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,9
2024-06-20,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,6
2024-06-21,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,7
2024-06-21,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,7
2024-06-21,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,2
2024-06-22,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,5
2024-06-22,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,10
2024-06-22,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,8
2024-06-22,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,6
2024-06-22,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,6
2024-06-22,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,7
2024-06-23,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,5
2024-06-23,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,8
2024-06-23,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,8
2024-06-24,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,4
2024-06-24,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,2
2024-06-24,Controle Remoto LG,LG,AKB75095307,R$ 79.99,7
2024-06-24,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,1
2024-06-24,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,5
2024-06-25,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,5
2024-06-25,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,1
2024-06-26,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,1
2024-06-26,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,1
2024-06-27,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,6
2024-06-28,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,8
2024-06-29,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,4
2024-06-29,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,1
2024-06-29,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,5
2024-06-29,Controle Remoto LG,LG,AKB75095307,R$ 79.99,2
2024-06-29,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,4
2024-06-29,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,10
2024-06-30,Controle Remoto LG,LG,AKB75095307,R$ 79.99,5
